Hiligaynon,English
Salamat gid sa masadya nga kalingawan.,Thank you very much for the fun recreation.
Kabay pa nga magpadayon ang aton tradisyon.,May our traditions continue.
Amo gid ina ang matuod nga Ilonggo nga kalingawan.,That is exactly what true Ilonggo recreation is.
Hinay ang internet diri sa amon barangay.,The internet is slow here in our barangay.
I-pindut (Pinduta) ang asul nga boton sa iskrin.,Click/Press the blue button on the screen.
Low-batt na ang akon selpon.,My cellphone is already low on battery.
Nagasaka ang akon signal kon ari ako sa gwa.,My signal goes up when I am outside.
I-karga (Kargaha) ang imo retrato sa Facebook.,Upload your photo to Facebook.
Indi mag-pati sa mga butig nga balita (fake news) sa online.,Do not believe fake news online.
Maathag ang kamera sang imo bag-o nga gadyet.,The camera of your new gadget is clear.
I-padala ang mensahe paagi sa Messenger.,Send the message through Messenger.
Nagapamati ako sa podcast samtang naga-obra.,I am listening to a podcast while working.
Kinahanglan ko mag-update sang akon software.,I need to update my software.
I-delete (Panasa) ang mga file nga wala na ginagamit.,Delete the files that are no longer used.
Naguba ang keyboard sang akon laptop.,The keyboard of my laptop broke.
I-search sa Google ang address sang Pavia Municipal Hall.,Search on Google for the Pavia Municipal Hall address.
Puno na ang memory sang akon kagamitan.,The memory of my device is already full.
Nag-hang ang akon kompyuter kaina.,My computer froze/hung earlier.
I-konek ang imo selpon sa Wi-Fi.,Connect your phone to the Wi-Fi.
Maalam ang bata mag-gamit sang tablet.,The child is wise at using a tablet.
I-save ang imo obra antes mo patyon ang kuryente.,Save your work before you turn off the power.
Nagapangita ako sang charger para sa akon relo.,I am looking for a charger for my watch.
I-share ang link sa aton grupo.,Share the link to our group.
Malabo ang bidyo tungod sa mahinay nga koneksyon.,The video is blurry due to the slow connection.
I-mute (Pahiluma) ang imo mikropono samtang naga-miting.,Mute your microphone while having a meeting.
Nagapangita ako sang signal sang kuryente para sa router.,I am looking for a power signal for the router.
I-type ang imo password sing maayo.,Type your password properly.
Nagapangayo ako sang OTP para sa akon bangko.,I am asking for an OTP for my bank.
I-block ang mga tawo nga naga-pang-scam.,Block the people who are scamming.
Masadya mag-hampang sang mobile games upod sa abyan.,It is fun to play mobile games with friends.
I-download ang aplikasyon sa Play Store.,Download the application from the Play Store.
Nagapang-stalk sia sa account sang iya pinalangga.,He/She is stalking his/her beloved's account.
I-on ang Bluetooth para maka-pasa sang kanta.,Turn on the Bluetooth to transfer a song.
Nagapamati kami sa balita paagi sa livestream.,We are listening to the news via livestream.
I-edit ang imo retrato para mangin matahum.,Edit your photo to make it beautiful.
Nagapangita ako sang lababo (outlet) para sa saksakan.,I am looking for an outlet to plug into.
I-log-out ang imo account sa kompyuter sang iban.,Log-out your account from someone else's computer.
Nagapangita kami sang libreng Wi-Fi sa plasa.,We are looking for free Wi-Fi at the plaza.
I-post ang imo kaisipan sa Twitter/X.,Post your thoughts on Twitter/X.
Maabtik ang iya mga tudlo sa pag-touch screen.,His/Her fingers are quick on the touch screen.
I-scan ang QR code para makabayad.,Scan the QR code to pay.
Nagapangayo ako sang load sa akon tito.,I am asking for load/credits from my uncle.
I-copy kag paste ang text sa dokumento.,Copy and paste the text into the document.
Nagapa-repare ako sang akon naguba nga monitor.,I am having my broken monitor repaired.
I-check ang imo email kada aga.,Check your email every morning.
Nagapangita kami sang moderno nga teknolohiya para sa uma.,We are looking for modern technology for the farm.
I-adjust ang kasanag sang imo iskrin.,Adjust the brightness of your screen.
Nagapang-isnab sia sa akon mga chat.,He/She is ignoring/snubbing my chats.
I-scroll pa-idalom para makita ang balita.,Scroll down to see the news.
Nagapangayo ako sang screenshot sang resibo.,I am asking for a screenshot of the receipt.
I-tag ang imo mga abyan sa retrato.,Tag your friends in the photo.
Nagapamati kami sa musika paagi sa Spotify.,We are listening to music via Spotify.
I-report ang account nga naga-pang-hack.,Report the account that is hacking.
Nagapangita ako sang punda (case) para sa akon selpon.,I am looking for a case for my cellphone.
I-accept ang akon friend request.,Accept my friend request.
Nagapang-flex sia sang iya bag-o nga bayo sa MyStory.,He/She is showing off/flexing a new dress on MyStory.
I-off ang data kon indi mo pag-gamiton.,Turn off the data if you won't use it.
Nagapangayo kami sang konsulta parte sa cybersecurity.,We are asking for a consultation about cybersecurity.
I-zoom-in ang mapa para makita ang Pavia.,Zoom-in on the map to see Pavia.
Nagapang-ghost sia sa iya mga ka-chat.,He/She is ghosting the people he/she chats with.
I-verify ang imo account paagi sa email.,Verify your account via email.
Nagapangita kami sang diskwento sa online shopping.,We are looking for discounts in online shopping.
I-link ang imo bangko sa imo e-wallet.,Link your bank to your e-wallet.
Nagapangayo kami sang rebyu sang sining gadyet.,We are asking for a review of this gadget.
I-sync ang imo mga contacts sa Google cloud.,Sync your contacts to Google cloud.
Nagapang-viral ang iya bidyo sa TikTok.,His/Her video is going viral on TikTok.
I-uninstall ang mga apps nga naga-pabug-at.,Uninstall the apps that make (the phone) heavy.
Nagapangita ako sang powerbank para sa biyahe.,I am looking for a powerbank for the trip.
I-format ang USB drive para matinlo.,Format the USB drive to make it clean.
"Nagapang-react kami sang ""Heart"" sa iya post.","We are reacting with a ""Heart"" on his/her post."
I-private ang imo account para sa seguridad.,Make your account private for security.
Nagapangita kami sang maayo nga speaker para sa Zoom.,We are looking for a good speaker for Zoom.
I-forward ang email sa aton boss.,Forward the email to our boss.
Nagapang-bash ang mga tawo sa comment section.,The people are bashing in the comment section.
I-cancel ang order sa Shopee.,Cancel the order on Shopee.
Nagapangita ako sang madasig nga signal sa bukid.,I am looking for a fast signal on the mountain.
I-bookmark ang website para indi malimtan.,Bookmark the website so it won't be forgotten.
Nagapang-influencer sia sa Instagram.,He/She is acting as an influencer on Instagram.
I-refresh ang page para magguwa ang update.,Refresh the page for the update to appear.
Nagapangayo kami sang bulig sa IT desk.,We are asking for help at the IT desk.
I-set ang alarm sa alas-singko sang aga.,Set the alarm for five in the morning.
Nagapang-troll ang iban nga wala sing lingaw.,Some people who are bored are trolling.
I-maximize ang window sang browser.,Maximize the browser window.
Nagapangita kami sang wireless nga mouse.,We are looking for a wireless mouse.
I-plug-in ang kable sa likod sang TV.,Plug-in the cable at the back of the TV.
Nagapang-scam ang mga butig nga text messages.,The fake text messages are scamming.
I-follow ang amon page para sa dugang nga impormasyon.,Follow our page for more information.
Nagapangita kami sang maayo nga anggulo para sa selfie.,We are looking for a good angle for a selfie.
I-install ang antivirus para luwas ang file.,Install the antivirus so the files are safe.
Nagapang-vlog kami sa amon pagbisita sa Pavia.,We are vlogging our visit to Pavia.
I-lock ang imo selpon gamit ang fingerprint.,Lock your phone using a fingerprint.
Nagapangita kami sang solusyon sa technical error.,We are looking for a solution to the technical error.
I-filter ang mga malain nga tinaga sa chat.,Filter the bad words in the chat.
Nagapang-content creator sia para sa YouTube.,He/She is a content creator for YouTube.
I-screenshot ang Gcash reference number.,Screenshot the Gcash reference number.
Nagapangita kami sang maayo nga resolution sa monitor.,We are looking for a good resolution on the monitor.
I-pabilin ang katinlo sang imo gadyet.,Keep your gadget clean.
Nagapangayo kami sang feedback sa bag-o nga app.,We are asking for feedback on the new app.
Maayo ang sanyog sang teknolohiya sa aton banwa.,The progress of technology in our town is good.
I-pabilin ang paghiliutod bisan sa digital nga kalibutan.,Maintain brotherhood even in the digital world.
Salamat sa madasig nga internet.,Thank you for the fast internet.
Kabay pa nga makasabay kita sa pagbag-o.,May we be able to keep up with the changes.
Amo gid ina ang moderno nga pagpangabuhi.,That is exactly what modern living is.
Gini-seen (Gin-seen) lang niya ang akon mensahe.,He/She just seen-zoned my message.
Indi mag-patol sa mga trolls sa Facebook.,Do not engage/stoop down to trolls on Facebook.
Nag-trending ang iya post parte sa Pavia.,His/Her post about Pavia went trending.
I-pukaw (Pukawa) sia sa Messenger para mag-bugtaw.,Ping/Nudge him on Messenger to wake him up.
Mabaskog ang iya impluwensya sa mga kabataan.,His/Her influence on the youth is strong.
Nagapang-isnab (Snub) sia sang friend request.,He/She is ignoring friend requests.
I-private ang imo listahan sang mga abyan.,Make your friend list private.
Nagapang-flex sia sang iya bag-o nga sapatos.,He/She is showing off/flexing new shoes.
I-unfollow ang mga account nga negatibo.,Unfollow accounts that are negative.
Nag-viral ang bidyo sang hubon sa kapiestahan.,The video of the group at the festival went viral.
Indi mag-shame (Pakahuy-an) sang tawo sa online.,Do not shame people online.
I-report ang account nga naga-pang-scam.,Report the account that is scamming.
Nagapang-bash ang mga tawo sa comment section.,People are bashing in the comment section.
I-heart (Pusuan) ang iya bag-o nga retrato.,Heart/Like his/her new photo.
Nag-ghost sia sa akon sang isa ka semana.,He ghosted me for one week.
I-tag ang imo mga kaupod sa trabaho.,Tag your co-workers.
Nagapangayo ako sang mention sa imo vlog.,I am asking for a shout-out/mention in your vlog.
I-block ang mga estranyo nga naga-chat.,Block strangers who are chatting (you).
Nagapang-stalk sia sa iya ex-pinalangga.,She is stalking her ex-beloved.
I-update ang imo MyStory kada adlaw.,Update your MyStory every day.
Nagapang-scroll lang ako kon wala sing obra.,I am just scrolling when I have no work.
I-share ang maayo nga balita sa tanan.,Share the good news with everyone.
Nag-leak ang ila pribado nga istoryahanay.,Their private conversation leaked.
I-save ang bidyo para matan-aw liwat.,Save the video to watch it again.
Nagapang-edit sia sang iya guya sa filter.,She is editing her face using a filter.
I-accept ang akon request sa grupo.,Accept my request to the group.
Nagapang-invite kami sa amon webinar.,We are inviting (people) to our webinar.
I-mute ang notification para indi magsaba.,Mute notifications so it won't be noisy.
Nag-out na sia sa iya account kaina.,He logged out of his account earlier.
I-pin ang importante nga mensahe sa babaw.,Pin the important message at the top.
Nagapang-screenshot sia sang mga ebidensya.,He is taking screenshots of the evidence.
I-restrict ang mga tawo nga naga-disturbo.,Restrict people who are disturbing (you).
Nag-hack ang malain nga tawo sa iya Facebook.,A bad person hacked her Facebook.
I-vibe (Pauyon) ang imo content sa mga Ilonggo.,Vibe/Align your content with the Ilonggos.
"Nagapang-react kami sang ""Care"" sa iya post.","We are reacting with ""Care"" on her post."
I-hide ang imo post sa imo pamilya.,Hide your post from your family.
Nag-spam sia sang mensahe sa akon inbox.,He spammed messages in my inbox.
I-verify ang kamatuoran antes mag-share.,Verify the truth before sharing.
Nagapang-promote kami sang produkto sang Pavia.,We are promoting Pavia's products.
I-subscribe sa amon channel para sa updates.,Subscribe to our channel for updates.
Nag-lag ang akon hampang tungod sa internet.,My game lagged because of the internet.
I-check ang imo notification bell.,Check your notification bell.
Nagapang-troll ang mga tawo nga wala sing lingaw.,People who are bored are trolling.
I-boost ang aton post para madamo makakita.,Boost our post so many can see it.
Nag-expire na ang akon data promo.,My data promo has already expired.
I-search ang iya ngalan sa LinkedIn.,Search his name on LinkedIn.
Nagapang-content sia parte sa pagluto.,He is making content about cooking.
I-log-in ang imo account sa bag-o nga selpon.,Log-in your account on the new phone.
Nag-offline na sia sang tunga-gab-i.,He went offline at midnight.
I-copy ang link sang bidyo.,Copy the link of the video.
