en	hil
Right. Got that.	Himua ina.
I would like to get my driver's license today.	Luyag ko makakuha sing lisensia sa pagmaneho karon.
You will have to take your driving test. Have you taken it yet?	Kinahanglan mo bala tilawan ang imo pagmaneho, pero wala mo pa ini mahimo?
I haven't taken it yet.	Wala ko pa ini makuha.
Could you fill these papers out, please?	Puede mo bala ini isulat?
Can I take my test right now?	Matilawan ko bala karon mismo ang akon pagtilaw?
You need an appointment.	Kinahanglan mo ang iskedyul.
I would like to do that right now, if I could.	Luyag ko himuon ina karon mismo, kon mahimo ko.
Is Friday good for you?	Maayo bala para sa imo ang Biernes?
Okay, so Friday at what time?	Oyay, Biernes sa ano nga tion?
The morning would be nice.	Maayo gid ang aga.
All right. Come in on Friday at 11	Mag - abot sa Biernes sang 11
Have you moved into your new house yet, Michael?	Nagsaylo ka na bala sa imo bag - o nga balay, si Michael?
We just moved in yesterday, actually.	Nagsaylo kami sang kahapon, sa pagkamatuod.
So, what do you think about the place? Are you glad that you moved in?	Gani, ano sa banta mo ang lugar nga imo ginhalinan?
It's great! Unfortunately, we're going to spend a fortune doing everything up.	Makapasubo gid kay makagasto kami sing daku nga kantidad sa paghimo sang tanan nga butang.
How old is the house then?	Daw ano na kadugay ang balay?
It's about 200 years old. It has a lot of history!	Mga 200 anyos ini kag madamo na sing kasaysayan!
Sounds fascinating. Where is your new house located?	Makawiwili ang tunog kay diin nahamtang ang imo bag - o nga balay?
It's just off of the ring road.	Wala na ini sa matahom nga dalan.
Do you have a big yard?	May daku ka bala nga ugsaran?
It's bigger than our last one. I've got flowers in the front, and fruits, vegetables and a fish pond in the back.	Mas daku ini sangsa amon katapusan nga pagkatawo, kag may mga bulak na ako sa atubangan, kag may mga prutas, utan kag punong sang isda sa likod.
Is your house well-lit?	Ang imo bala balay indi na tanto ka estrikto?
Oh, yes. Our windows let plenty of natural light in. They've also got wonderful views of the park behind our house.	Huo, ang amon bintana nagahatag sing madamo nga kinaugali nga kapawa sa likod sang amon balay.
How many rooms does your house have?	Pila ang hulot sang inyo balay?
Right now, there are three bedrooms, two barrooms, a kitchen, a sitting room, a dining room, and a living room. We're hoping to add on a green room and a guest bedroom. In fact, when the guest bedroom is ready, you should come and stay with us for a weekend.	May tatlo na ka kuarto, duha ka barroom, kusina, kuarto, hulot kalan - an, kag kuarto, kag may ara na kami kuarto nga puede namon idugang sa kuarto kag kuarto sang bisita.
I'd be up for that!	Handa na ako!
Mary, we're going to the supermarket. Do you want to come?	Mary, makadto kami sa supermarket kag luyag mo bala magkadto?
Yeah. I need to get some stuff.	Kinahanglan ko magkuha sing pila ka butang.
Let's all go together then.	Mag - updanay kita tanan.
Where's Lisa?	Diin si Lisa?
She's getting coupons from her desk.	Nagakuha sia sing mga kupon gikan sa iya lamesa.
What are coupons?	Ano ang mga kupon?
They give you discounts on some stuff that you want to buy.	Ginahatagan ka nila sing mga butang nga luyag mo baklon.
Because there is a coupon for almost every product, we always bring coupons on our shopping trips.	Bangod may kupon para sa halos tanan nga produkto, pirme kita nagadala sing mga kupon sa aton mga paglakbay sa pagpamalaklon.
You know what really drives me crazy? When I ask for soft boiled eggs, and they overcook them, so they come out hard boiled! How can you dipyour toast into a hard boiled egg?	Kon mangayo ako sing mahumok nga itlog, kag ginaut - ot nila ini, amo nga nagalaga ini sing matig - a!
Dammit! I asked for sunny side up! How many times do I have to tell you.	Nagpangayo ako sing mainit nga bulig kay madamo nga beses ko ka nga ginsugiran.
Hello, come in, I've been waiting for you.	Sa pag - abot ko, nagsulod ako, nga nagahulat sa inyo.
Than you, I'm not late, am I?	Indi bala ako ulihi na sa imo?
No, no, no, not at all.It ' s just that I've been looking forward to meeting you.	Indi, indi gid man, kay mga dekada na ang ginapaabot ko nga makigkita sa imo.
Well, thank you, but it's not all that hard to do, you know. I've been calling your office and sending you proposals for about two years now, and you've never responded before.	Ti, salamat, apang indi tanan nga mabudlay himuon, nahibaluan mo nga gintawag ko ang imo opisina kag ginapadala ka sa sulod sang mga duha ka tuig na karon, kag wala ka gid anay makasabat.
Ha, ha, ha! Yes, I guess I deserved that. Let me explain, okay?	Huo, sa banta ko, dapat ko bala ipaathag kay Ha, ha, ha!
Please, I wish you would.	Palihug, luyag ko nga himuon mo ini.
Well, as you probably know I buy from a selected group of suppliers and don't, as a rule, deal with new people.	Ti, subong sang ayhan nahibaluan mo nga nagabakal ako gikan sa pinili nga grupo sang mga manug - amot kag wala, sa pagsulundan, nagapakig - angot sa bag - o nga mga tawo.
Yes, I know that. It's why Ive been trying to become one of those suppliers. I hear you're a good man to do business with.	Huo, nahibaluan ko nga maayo gid nga tawo ka nga mag - entra sa sini.
I'm very old-fashioned. I believe in loyalty.Once I start a sales relationship with someone, I stay with him or her, and we so most of our business on the phone. I expect their absolute best price possible and don't haggle.But if I find out they screwed me over, then I find another supplier.	Sang may negosyo na ako sa telepono, nag - upod ako sa iya, kag gusto ko na gid nga may i - post sa ila.
That's pretty much what I heard.	Amo gid sina ang akon nabatian.
Well, those are my terms. As long as you honor them, we do business.If you break faith and try to take advantage, I'll find someone else to work with. Can you live with that?	Ti, tubtob ginapadunggan mo sila, maganegosyo kami, kon gub - on mo ang pagtuo kag tinguhaan nga himuslan ini, makakita ako sing iban nga maobrahan mo.
No problem at all, Mike. Just give me the chance.	Wala gid sing problema, kundi si Mike lamang ang naghatag sa akon sing kahigayunan.
Hi Ron, this is Kim at headquarters.	Hi Ron, amo ini si Kim sa ulong - talatapan.
Oh, hi Kim. How ’ s it going?	O, hi Kim.
Great, thanks. I was calling to change our meeting next week.	Daku gid ang pagpasalamat ko kay gin - islan ko ang amon miting sa masunod nga semana.
Ok, sure. When did you have in mind?	San - o mo napamensaran ini?
Well, I was hoping we could reschedule for early next month, Our trip has been postponed until the 2nd.	Ti, nagalaum ako nga mahimo kami liwat mag - untat sa maaga nga bahin sang masunod nga bulan, ang amon paglakbay ginpalantang tubtob sang ika - 2.
Why don ’ t ’ we say the 3rd around 2:00 p. m.?	Ngaa ang xy tyh xCHS nagasiling sing 3rd sa mga 2:00 s.h.?
That works for me! I will call you when I get into town to reconfirm.	Matawag ko ikaw kon magsulod ako sa banwa agod palig - unon ako.
Oh, shut up, will you? It was all your fault. If you'd kept quite this would never have happened.	Kon wala ka sing sala, indi ka gid kuntani matabo.
If you're observant you'll see rare birds, insects, butterflies, and a few reptiles. But you must look for them. There are also a few am-phibians in lower places.	Kon makita mo ang tumalagsahon nga mga pispis, insekto, alibangbang, kag pila ka reptilya, dapat mo man sila pangitaon, pero may pila man ka magagmay nga mga sapat sa mas manubo nga mga lugar.
Well, let's move, I can see a rest area ahead.We can relax there, and see what wildlife is around...	Ti, magsaylo kita, makakita sing pahuway sa unahan, makatawhay kita didto, kag makita kon ano ang ilahas nga mga sapat sa palibot...
Huh! I am really out-of-shape, Why aren't you out-of-breath?	Daw indi ako makapati nga basi indi ka na makaeksperiensia sing grabe nga pag - inom sing dugo.
Because I come hiking every week. That's why I'm in good-shape. I think that I should bring you a walkingstick next time.	Bangod nagakadto ako kada semana, amo kon ngaa maayo ang akon pamatyag.
How can you say that? But, you could give me a piggyback the rest of the way.	Pero, paano mo ini masiling?
So, you want me to carry your backpack, your thermos flask, our picnic, and you as well. No problem, jump on.	Gani, luyag mo nga dalhon ko ang imo mga kuko, ang imo mga kahampang, ang amon nagaistoryahanay, kag ikaw man ang problema, magtumbo.
Hi, Steven, take a seat! How are things at work?	Hi, Steven, mag - obra, kag paano ini nagapanghikot?
It's coming along well, but it is a little delayed.	Maayo ang pag - abot sini, apang isa ini ka diutay nga pagpalantang.
Can you finish it on time?	Mahimo mo bala ini matapos sa husto nga tion?
I'm pressed for time and I am afraid I need someone to help me.	Ginaipit ako sa malawig nga tion kag nahadlok ako nga kinahanglan ko ang isa nga makabulig sa akon.
OK, I will send Beker to help you. We need to get the brochures done and sent them to our clients on Friday without delay.	Ti, magapadala ako sing Beker agod buligan ka, kag kinahanglan namon nga himuon ang mga brosyur kag ipadala ini sa amon mga kliyente sa Biernes nga wala sing pagpalantang.
OK, we promise to do it well.	OK lang, nagpromisa kami nga himuon ini sing maayo.
OK, I just want to brief you all on the travel market in Taiwan. To start with, generally speaking, the travel industry in Taiwan focuses mainly on tours. This segment of the industry is well developed.	Siempre, gusto ko lang nga i - read ka sa merkado sang Taiwan.
Sorry to interrupt, Doris, but can you tell me more about these tour groups, what kind of things they enjoy, and so on?	Nalangkag gid sa pag - untat, Doris, apang masugid mo bala sa akon sing dugang pa ining mga grupo sang tour, ano nga sahi sang mga butang ang ila naluyagan, kag iban pa?
Yes, of course. Most of the time, when they travel, they prefer to do so in large groups accompanied by a guide, who usually takes care of everything, for instance, choosing the restaurants, the itinerary, the mode of transport, and things like that. Another thing is that most travelers to the UK tend to be middle aged, around 40 to 50 or so. This age group is less adventurous ; they like good hotels, and have money to spend. They kind of prefer to stay in the cities where they feel safer. They are not into mountain climbing in Wales or anything.	Huo, sa masami, kon maglakbay sila, mas gusto nila nga may giya ang dalagku nga grupo, nga amo ang nagaatipan sang tanan nga butang, halimbawa, nagapili sang restawran, sang mga balaligyaan, sang paagi sang transportasyon, kag sang iban pa nga butang nga pareho sini, amo nga ang kalabanan nga nagabiyahe pakadto sa UK may huyog nga mangin tunga sa edad, nga mga 40 tubtob 50 anyos ukon kapin pa.
I don ’ t mean to interrupt, but can you tell me what plans you have for growing the youth market?	Wala ako sing hinalung - ong kon ano ang plano mo para sa pagbaligya sing mga pamatan - on?
Just a moment. I'll tell you about that in a minute. Where was I? Oh yes. By way of illustration, let ’ s look at the top five destinations in the UK for this kind of traveler over the last five years. If you look at page ten you can see what I mean. In spite of these characteristics of the market, I still think there is room for growth in the youth sector.	Sa makadali lamang, sugiran ko kamo kon diin ako nagkadto sa ibabaw sang lima ka destinasyon sa UK sa sulod sang nagligad nga lima ka tuig.
So how do you intend to do that?	Gani paano mo ina himuon?
OK, let me tell you what we ’ Ve been doing. We ’ Ve been in touch with the Wales and Scottish Tourist development offices here in Taiwan and they ’ re interested in working with us to promote their regions to the youth segment. We ’ Ve decided to implement an advertising campaign focusing on the excitement of the activities in those regions.	OK lang nga isugid ko sa inyo ang ginahimo namon kay Paquise Ve, kag interesado kami nga magbulig sa mga lugar nga nag - entra sa Wales kag Scotland nga Tourist nga mga opisina diri sa Taiwan kag gusto nila liwat nga mangin masako sa pagbantala sa sini nga mga lugar.
May I interrupt you for a moment?	Mahimo ko bala ikaw matublag sa makadali?
How much is it going to cost, and who is going to pay?	Pila ang bili sini, kag sin - o ang bayaran?
Well, at the moment we are trying to work out those details. We haven't managed to come up with a concrete plan yet, but we are working on it.	Ti, sa tion nga ginatinguhaan namon nga himuon ini nga mga detalye, wala pa kami makasugata sing isa ka espesipiko nga plano, apang ginahimo namon ini.
