Hiligaynon,English
Tama ka salimpapaw ang iya mga promisa.,His/her promises are very superficial/insincere.
Ang tawo nga mapagsik madamo sing mahimo.,An energetic person can do many things.
Indi mangin matina-as sa imo isigkatawo.,Do not be arrogant/haughty toward your fellowman.
Nasuboan gid ako sa natabo sa imo manok.,I am very saddened by what happened to your chicken.
Maayo gid ang iya buot sa mga imol.,His/her disposition/heart is very good to the poor.
Indi ka mag-pangduha-duha sa pagbulig.,Do not hesitate/doubt in helping.
Tama ka dalok sining ido sa pagkaon.,This dog is very greedy/selfish with food.
Ang tawo nga mapinatawaron may kalinong.,A forgiving person has peace.
Nakulbaan ako sa huni sang sapat sa gwa.,I am nervous/anxious at the sound of the animal outside.
Sia isa ka mapinatawaron nga amay.,He is a merciful/forgiving father.
Ngaa bala masulub-on ang imo pamatyag?,Why is your feeling melancholy/gloomy?
Ang tawo nga mabungahon nagapanguna gid.,A productive/fruitful person truly leads.
Indi mag-pakamalaut sang imo kaingod.,Do not condemn/curse your neighbor.
Tama ka isog sining sili sa akon baba.,This chili is very strong/fierce (spicy) in my mouth.
Sia isa ka mapisan nga trabahador sa kampo.,He is a hardworking/industrious worker in the field.
Nagasilag sia sa akon tungod sa utang.,He is bearing a grudge/resenting me because of debt.
Maathag ang iya katutom sa pag-obra.,His/her faithfulness/dedication to work is clear.
Indi mangin maigot sa paghatag sang bulig.,Do not be stingy/relutant in giving help.
Natingala ako kon diin nagkadto ang s susi.,I am wondering/puzzled where the key went.
Ang tawo nga matinamayon wala sing abyan.,A scornful/mocking person has no friends.
Naluyagan ko ang katahum sining lugar.,I fell in love with/liked the beauty of this place.
Tama ka mapahituon sang aton kapitan.,Our captain is very resourceful/strategic.
Indi mag-pakamalaut sang grasya sang Ginuo.,Do not belittle/despise the grace of the Lord.
Sia isa ka mabinantayon nga manugpahalab.,He is a watchful/vigilant herder.
Nahidlaw gid ako magkaon sang inasal.,I really miss/long to eat roasted chicken.
Ang tawo nga malu-oyon ginapakamaayo.,A compassionate/merciful person is blessed.
Indi mag-pangaway sa tunga sang tienda.,Do not pick a fight in the middle of the market.
Nalipay ako sa imo maayo nga balita.,I am glad for your good news.
Sia isa ka matinguhaon nga estudyante.,He/she is a striving/determined student.
Nakulbaan ako basi maulihi kita sa barko.,I am worried/nervous we might be late for the boat.
Tama ka garboso sining bag-o nga opisyal.,This new official is very proud/vain.
Ang tawo nga bunayag nagahambal sing matuod.,An honest/sincere person speaks the truth.
Naakig si Tatay tungod sa guba nga kural.,Father is angry because of the broken fence.
Sia isa ka mainandamon nga manugmaneho.,He is a cautious/careful driver.
Nasu-ay ako sa iya malain nga hambal.,I was offended/repelled by his/her bad words.
Ang tawo nga maalam nakahibalo magpamati.,A wise/intelligent person knows how to listen.
Indi mangin mahamud-anon sa imo manggad.,Do not be selfish/hoarding with your wealth.
Naluyag ang pamatan-on sa dalaga.,The young man fancied/loved the young lady.
Sia isa ka mapinalanggaon nga lola.,She is a loving/affectionate grandmother.
Nakibot kami sa baskog sang ulan.,We were surprised by the intensity of the rain.
Tama ka pilyo sining ido sa gwa.,This dog outside is very naughty/mischievous.
Ang tawo nga mabuot madasig buligan.,A kind/good-natured person is easy to help.
Nahadlok sia sa madalom nga tubig.,He/she is afraid of deep water.
Sia isa ka maabtikon nga manug-obra.,He/she is a quick/alert worker.
Natingala ako ngaa wala ka nag-abot.,I wondered/was surprised why you didn't arrive.
Ang tawo nga matinumanon may maayo nga bwas.,An obedient person has a good tomorrow.
Indi mag-pakamalaut sang imo ginikanan.,Do not disrespect/speak ill of your parents.
Nalipay gid ako sa aton pagkitaay.,I am truly happy at our meeting.
Sia isa ka mapatumbayaon nga tawo.,He/she is a neglectful/careless person.
Nakulbaan ako sa daku nga balod.,I am terrified/anxious about the big wave.
Tama ka maluluy-on ang aton Ginuo.,Our Lord is very merciful.
Ang tawo nga mabungahon madamo sing abyan.,A productive person has many friends.
Naakig ang tindera sa nadula nga turog.,The vendor is angry about the missing stool.
Sia isa ka mahinay nga manuglakat.,He/she is a slow walker.
Nahuya ako mag-ayo sang bulig.,I am shy/embarrassed to ask for help.
Ang tawo nga mapagsik wala sing pahuway.,An energetic person has no rest.
Indi mangin matamad sa pagpangabuhi.,Do not be lazy in making a living.
Nahidlaw gid ako sa aton banwa.,I really long/miss for our town.
Sia isa ka mabuot nga kaingod.,He/she is a kind neighbor.
Nakulbaan ako basi mapirdi kita.,I am nervous we might lose.
Tama ka mabinuligon sang iya pamilya.,He/she is very helpful to their family.
Ang tawo nga matutom makatapos gid.,A dedicated person will surely finish.
Natingala sia sa kasanag sang adlaw.,He/she wondered at the brightness of the sun.
Sia isa ka maiguton nga tawo.,He/she is a diligent/persistent person.
Nahuya ako sa akon dako nga sala.,I am ashamed of my big mistake.
Ang tawo nga matinahuron nagasaludo.,A respectful person greets/salutes.
Indi mangin mahamud-anon sa pagkaon.,Do not be stingy/selfish with food.
Nalipay kami sa inyo pag-abot.,We are happy at your arrival.
Sia isa ka mainandamon nga bata.,He/she is a careful child.
Nahadlok ako sa huni sang sili-sili.,I am afraid of the sound of the cicada.
Tama ka pisan sining amon kaupod.,This companion of ours is very industrious.
Ang tawo nga mapailubon nagahulat gid.,A patient person truly waits.
Naakig sia tungod sa malain nga balita.,He/she is angry because of the bad news.
Sia isa ka mabuot nga upod sa balay.,He/she is a good/kind companion at home.
Natingala ako sa imo hinali nga pagbag-o.,I wondered at your sudden change.
Ang tawo nga bunayag wala sing ginalikaw.,An honest person has nothing to avoid.
Indi mangin matika-as sa mga imol.,Do not be arrogant to the poor.
Nalipay ako sa aton maayo nga pag-inupdanay.,I am happy with our good companionship.
Sia isa ka matinguhaon nga amay.,He is a striving/hardworking father.
Nahidlaw gid ako sa akon pamilya.,I really long for my family.
Salamat sa imo kaayo kag paghigugma.,Thank you for your kindness and love.
Nagapangisda sila sa malapad nga lawod.,They are fishing in the wide open sea.
Mabaskog ang balod sa baybayon sang Guimaras.,The waves are strong on the shores of Guimaras.
Nagalupad ang pispis-dagat sa ibabaw sang baroto.,The seabird is flying above the small boat.
Kinahanglan naton kay-uhon ang guba nga pokot.,We need to fix the broken fishing net.
Nagasalom ang mananagat para sa tuba-tuba.,The fisherman is diving for sea shells/snails.
Maathag ang tubig sa sining punong.,The water in this fishpond is clear.
I-bugsay (Bugsayon) ang baroto pakadto sa pulo.,Paddle/Row the boat toward the island.
Pila ka kilo nga baling ang inyo nadakpan?,How many kilos of small fry/fish did you catch?
Nagapangita sila sang sihi sa balas.,They are looking for shells in the sand.
Mataliwis ang tuka sang isda-bwaya.,The beak of the needlefish is pointed.
I-ladlad ang lambat sa tunga sang dagat.,Cast/Spread the net in the middle of the sea.
Nagapamati kami sa hapu-hapo sang hangin-dagat.,We are listening to the gentle blow of the sea breeze.
Matig-a ang bagol sang daku nga kagan.,The shell of the big crab is hard.
Sapak (Sapakon) ang isda gamit ang taga.,Hook/Catch the fish using the hook.
Nagahabok ang hubag tungod sa kagat sang pagi.,The swelling is due to the sting of the stingray.
I-bira (Birahon) ang pisi sang daku nga bungsod.,Pull the rope of the big fish trap.
Nagapangita kami sang lukon sa katunggan.,We are looking for prawns in the mangrove swamp.
Manabaw ang hunasan subong nga hapon.,The tideland/shallows is shallow this afternoon.
I-tabon ang mga uga nga isda sa silak.,Cover the dried fish from the sun's glare.
Nagadalagan ang katala sa baras.,The small white crab is running on the sand.
Mabug-at ang angkla sang daku nga barko.,The anchor of the big ship is heavy.
Langgoy (Langoyon) naton ang distansya sang duha ka pulo.,Let's swim the distance between the two islands.
Nagapangayaw ang mga mananagat sa iban nga probinsya.,The fishermen are migrating/traveling to other provinces.
I-tumpok ang mga tababa sa banyera.,Heap the big-eyed scads in the tub.
Maalat ang sabor sang tubig-dagat.,The flavor of sea water is salty.
I-lubid ang pisi para sa aton balsa.,Twist/Braid the rope for our raft.
Nagapulupadaw ang mga liso-liso sa ibabaw sang tubig.,The small jumping fish are skipping on the water.
I-dul-ong ang mga isda sa pantalan.,Deliver the fish to the wharf.
Nagapangisda sila gamit ang buli-buli.,They are fishing using trawl nets.
I-plastar ang mga baroto sa higad sang baybay.,Arrange/Line up the boats at the shore.
Malapad ang katunggan sa amon lugar.,The mangrove forest in our place is wide.
I-puga ang duga sang kalamansi sa kinilaw.,Squeeze the calamansi juice on the ceviche.
Nagapang-utod sila sang kawayan para sa punong.,They are cutting bamboo for the fishpond.
I-yabo ang mga sibuyas sa sabaw sang isda.,Pour the onions into the fish soup.
Nagapamuhi kami sang alimango sa banga.,We are gathering mud crabs in the jar.
I-paandara ang makina sang pumpboat.,Start the engine of the pumpboat.
Nagapangayo kami sang bulig sa pagbira sang lambat.,We are asking for help in pulling the net.
I-halong ang mga bata sa madalom nga lawod.,Keep the children away from the deep sea.
Nagabaling-baling ang balsa tungod sa hangin.,The raft is swaying because of the wind.
I-plastar ang mga uga sa lantay.,Arrange the dried fish on the bamboo slats.
Nagapamuhi ang mga kasag sa hunasan.,The blue crabs are gathering in the tideland.
I-pa-imna ang mga mananagat sang mainit nga kape.,Give the fishermen hot coffee to drink.
Nagapanghakay ang balyena sa tunga sang dagat.,The whale is breaching/spouting in the middle of the sea.
I-butyog ang pisi sa haligi sang pantalan.,Tie/Twist the rope to the wharf post.
Nagapangita kami sang bituon-dagat sa baras.,We are looking for starfish on the sand.
I-dahu ang taga sa akon amay.,Pass the fish hook to my father.
Nagapanglimpyo kami sang baroto.,We are cleaning the small boat.
I-salig ang aton kabuhi sa Ginuo kon mag-lawod.,Entrust our lives to the Lord when going to the deep sea.
Nagapamulak na ang mga korales sa idalom.,The corals are blooming underneath.
I-likaw ang baroto sa mga dalagku nga bato.,Steer the boat away from the large rocks.
Nagapamunit ang mga pamatan-on sa taytay.,The youth are line-fishing on the bridge.
I-pukaw ang mga mananagat para sa pag-lawod.,Wake up the fishermen for the seafaring.
Nagapangayaw ang mga pispis-dagat kon tig-ilinit.,The seabirds migrate during the dry season.
I-plastar ang mga banyera sa palengke.,Arrange the fish tubs in the market.
Nagapamati kami sa huni sang balod.,We are listening to the sound of the waves.
I-baligya ang mga preska nga isda sa banwa.,Sell the fresh fish in the town.
Nagapangayo kami sang patawad sa pagkaon sang sobra.,We are asking for forgiveness for eating too much.
I-pahuway ang mga mananagat sa idalom sang kahoy.,Rest the fishermen under the tree.
Nagapangita kami sang itlog-isda sa baybay.,We are looking for fish roe at the shore.
I-takos ang isda gamit ang timbangan.,Measure/Weigh the fish using the scale.
Nagapanglakat kami sa higad-baybay.,We are walking along the seashore.
I-uyat ang bugsay sing maayo.,Hold the paddle well.
Nagapang-utod sila sang lubid para sa baroto.,They are cutting rope for the boat.
I-plastar ang mga kuto-kuto sa sulod sang bag.,Place the small shrimp/crustaceans inside the bag.
Nagapang-utod kami sang paka-paka para sa gatong.,We are cutting dry twigs for fuel.
I-hatag ang isda sa mga imol.,Give the fish to the poor.
Nagapangayo kami sang grasya para sa maayo nga panahon.,We are asking for grace for good weather.
Salamat gid sa bugana nga nakuha sa dagat.,Thank you very much for the abundance from the sea.
Nagasaka ang ta-ub subong nga gab-i.,The high tide is rising tonight.
Nagahubas ang hunas kon aga pa.,The low tide is receding early in the morning.
I-tibyog ang lambat sing madasig.,Fling/Throw the net quickly.
Nagaduko ang mananagat sa kabug-at sang banyera.,The fisherman is stooping from the weight of the fish tub.
I-likoliko ang baroto sa tunga sang kipot.,Zigzag/Steer the boat in the middle of the strait.
Nagapangalisang ang mga isda sa pating.,The fish are terrified of the shark.
I-butyog ang pisi sa balsa.,Twist the rope onto the raft.
Nagapang-utod sia sang tabun-ak sa katunggan.,He is cutting mangrove wood in the swamp.
I-dahu ang asukar para sa kape sang mananagat.,Pass the sugar for the fisherman's coffee.
Nagapanglimpyo kami sang pantalan.,We are cleaning the wharf/pier.
I-salig ang aton paglawod sa maayo nga tyempo.,Trust our seafaring to good weather.
Nagapamulak ang bulak-dagat sa idalom.,The sea anemone is blooming below.
I-likaw ang lambat sa mga kagingking.,Keep the net away from the sharp branches.
Nagapamunit ang mga bata sa pangpang-suba.,The children are fishing on the riverbank.
I-pukaw ang mga kaupod sa baroto.,Wake up the companions in the boat.
Nagapangayaw ang mga tamban kon tig-ululan.,The sardines migrate during the rainy season.
I-plastar ang mga banyera sang sapsap.,Arrange the tubs of ponyfish.
Nagapamati kami sa hapu-hapo sang balod.,We are listening to the gentle lap of the waves.
I-baligya ang aton mga nakuha sa merkado.,Sell our catch in the market.
Nagapangayo kami sang grasya sa Ginuo.,We are asking for grace from the Lord.
I-pahuway ang aton lawas sa baybay.,Rest our bodies at the beach.
Nagapangita kami sang balat sa idalom sang dagat.,We are looking for sea cucumbers under the sea.
I-paandara ang suga sang aton baroto.,Start/Turn on the light of our boat.
Nagapanglakat kami sa baras.,We are walking on the sand.
I-uyat ang pisi sing hugot.,Hold the rope tightly.
Nagapang-utod sila sang dahon-nipa.,They are cutting nipa leaves.
I-plastar ang binangon sa takuban.,Place the machete in the scabbard.
Nagapang-utod kami sang kawayan para sa bungsod.,We are cutting bamboo for the fish trap.
I-hatag ang sobra nga isda sa kaingod.,Give the extra fish to the neighbor.
Salamat gid sa maayo nga ani sa dagat.,Thank you very much for the good harvest from the sea.
Walay sapayan sa inyo pag-abiabi sa amon.,You're welcome for your hospitality to us.
Kabay pa nga mangin malinong ang dagat bwas.,I hope the sea will be calm tomorrow.
Maayo mag-obra ang amon panday.,Our carpenter works well.
Kinahanglan naton sang madamo nga lansang.,We need a lot of nails.
I-bunal ang martilyo sa kahoy.,Strike the hammer on the wood.
Matig-a ang kawayan nga aton gamiton.,The bamboo we will use is hard.
