reference	hiligaynon	english
ISA.49.22	Amo ini ang ginasiling sang Ginoong Dios Dios : “Pamati! Sinyasan ko ang mga nasyon, kag ibalik nila sa imo ang imo katawhan nga daw sa mga bata nga ginakugos. # 49:22 nga daw sa mga bata nga ginakugos tungod nga buligan sila sang mga taga-Persia sa ila nga pagpuli. # 49:22 nga daw sa mga bata nga ginakugos tungod nga buligan sila sang mga taga-Persia sa ila nga pagpuli. 49:22 nga daw sa mga bata nga ginakugos tungod nga buligan sila sang mga taga-Persia sa ila nga pagpuli.	Thus saith the Lord GOD GOD , Behold, I will lift up mine hand to the Gentiles, and set up my standard to the people: and they shall bring thy sons in their their arms, and thy daughters shall be carried upon their their shoulders.
ISA.49.23	Magaalagad sa imo ang mga hari kag mga rayna; sila ang magaatipan sa imo. Magaluhod sila sa imo bilang pagtahod bilang pagtahod , kag magapasakop gid sila sa imo. # 49:23 magapasakop gid sila sa imo: sa literal, dilapan nila ang yab-ok sa imo mga tiil # 49:23 magapasakop gid sila sa imo: sa literal, dilapan nila ang yab-ok sa imo mga tiil 49:23 magapasakop gid sila sa imo: sa literal, dilapan nila ang yab-ok sa imo mga tiil Dayon mahibaluan mo nga ako amo ang Ginoo Ginoo , kag ang mga nagasalig sa akon indi gid mapaslawan.”	And kings shall be thy nursing fathers, and their queens thy nursing mothers: they shall bow down to thee with their their face toward the earth, and lick up the dust of thy feet; and thou shalt know that I am am the LORD LORD : for they shall not be ashamed that wait for me.
ISA.49.24	Makuha mo bala ang mga ginpang-agaw sang mapintas # 49:24 mapintas: Amo ini sa Dead Sea Scrolls, Syriac, kag Latin Vulgate. Sa Masoretic Text, matarong. # 49:24 mapintas: Amo ini sa Dead Sea Scrolls, Syriac, kag Latin Vulgate. Sa Masoretic Text, matarong. 49:24 mapintas: Amo ini sa Dead Sea Scrolls, Syriac, kag Latin Vulgate. Sa Masoretic Text, matarong. nga mga soldado? Maluwas mo bala ang mga ginpangbihag nila?	Shall the prey be taken from the mighty, or the lawful captive delivered?
ISA.49.25	Pero amo ini ang ginasiling sang Ginoo Ginoo : “Huo, maluwas mo ang mga ginpangbihag sang mapintas nga mga soldado kag makuha mo ang mga ginpang-agaw nila. Kay magapakig-away ako sa mga nagapakig-away sa imo kag luwason ko ang imo katawhan. # 49:25 katawhan: sa literal, mga anak # 49:25 katawhan: sa literal, mga anak 49:25 katawhan: sa literal, mga anak	But thus saith the LORD LORD , Even the captives of the mighty shall be taken away, and the prey of the terrible shall be delivered: for I will contend with him that contendeth with thee, and I will save thy children.
ISA.49.26	Ipakaon ko sa mga nagadaogdaog sa imo ang ila kaugalingon nga lawas, kag daw sa mahubog sila sa ila kaugalingon nga dugo. Dayon mahibaluan sang tanan nga tawo nga ako amo ang Ginoo Ginoo , ang imo Manluluwas kag Manughilway, ang Makagagahom nga Dios ni Jacob.”	And I will feed them that oppress thee with their own flesh; and they shall be drunken with their own blood, as with sweet wine: and all flesh shall know that I the LORD LORD am am thy Saviour and thy Redeemer, the Mighty One of Jacob.
ISA.49.3	Nagsiling siya sa akon, “Israel, ikaw ang akon alagad. Paagi sa imo, padunggan ako sang mga tawo.”	and said unto me, Thou art art my servant, O Israel, in whom I will be glorified.
ISA.49.4	Pero nagsiling ako, “Ang akon pagpangabudlay wala man lang sing pulos; gin-usikan ko ang akon kusog sa wala sing kapuslanan.” Pero ginatugyan ko lang ini sa Ginoo Ginoo nga akon Dios; siya ang magabalos sa akon mga ginhimo.	Then I said, I have laboured in vain, I have spent my strength for nought, and in vain: yet yet surely my judgment is is with the LORD LORD , and my work with my God.
ISA.49.5	Ang Ginoo Ginoo amo ang naghimo sa akon nga mangin iya alagad para pabalikon kag tipunon ko ang mga Israelinhon sa iya. Ginpadunggan ako sang Ginoo Ginoo kag siya nga akon Dios amo ang nagahatag sa akon sang kusog.	And now, saith the LORD LORD that formed me from the womb to be to be his servant, to bring Jacob again to him, Though Israel be not gathered, yet shall I be glorious in the eyes of the LORD LORD , and my God shall be my strength.
ISA.49.6	Nagsiling siya, “Ikaw nga akon alagad, may dako pa ako nga buluhaton nga ipabuhat sa imo, luwas sa pagpabalik mo sa mga Israelinhon nga akon ginaprotektaran. Himuon ko pa ikaw # 49:6 Himuon ko pa ikaw: ukon, Ginhimo ko ikaw # 49:6 Himuon ko pa ikaw: ukon, Ginhimo ko ikaw 49:6 Himuon ko pa ikaw: ukon, Ginhimo ko ikaw nga pareho sa suga nga magapasanag sa mga nasyon, agod paagi sa imo makaabot ang akon kaluwasan hasta sa pinakamalayo nga parte sang kalibutan.”	And he said, It is a light thing that thou shouldest be my servant to raise up the tribes of Jacob, and to restore the preserved of Israel: I will also give thee for a light to the Gentiles, that thou mayest be my salvation unto the end of the earth.
ISA.49.7	Nagsiling ang Ginoo Ginoo , ang Manluluwas kag Balaan nga Dios sang Israel, sa tawo nga ginainsulto kag ginakangil-aran sang mga nasyon, kag alagad sang mga pangulo, “Makita sang mga hari kon sin-o ka gid kag magatindog sila sa pagtahod sa imo sa pagtahod sa imo . Ang mga pangulo magasaludo sa pagpadungog sa imo sa pagpadungog sa imo . Matabo ini tungod sa akon, ang akon, ang Ginoo Ginoo nga matutom, ang Balaan nga Dios sang Israel. Ako ang nagpili sa imo.”	Thus saith the LORD LORD , the Redeemer of Israel, and and his Holy One, to him whom man despiseth, to him whom the nation abhorreth, to a servant of rulers, Kings shall see and arise, princes also shall worship, because of the LORD LORD that is faithful, and and the Holy One of Israel, and he shall choose thee.
ISA.49.8	Amo ini ang ginsiling sang Ginoo Ginoo : “Sa husto nga tion # 49:8 Sa husto nga tion: ukon, Sa tion nga ipakita ko ang akon kaayo # 49:8 Sa husto nga tion: ukon, Sa tion nga ipakita ko ang akon kaayo 49:8 Sa husto nga tion: ukon, Sa tion nga ipakita ko ang akon kaayo nga luwason ko ikaw, sabton kag buligan ko ikaw. Protektaran ko ikaw kag paagi sa imo mahimo ako sang kasugtanan sa mga tawo. Tukuron mo liwat ang duta sang Israel sang Israel nga naguba, kag ihatag mo ini liwat sa akon katawhan.	Thus saith the LORD LORD , In an acceptable time have I heard thee, and in a day of salvation have I helped thee: and I will preserve thee, and give thee for a covenant of the people, to establish the earth, to cause to inherit the desolate heritages;
ISA.49.9	“Mangin pareho sila sa mga karnero nga magahalab sa higad sang mga alagyan ukon sa mga bukid nga mahawan sadto.	that thou mayest say to the prisoners, Go forth; to them that are are in darkness, Shew yourselves. They shall feed in the ways, and their pastures shall be shall be in all high places.
ISA.50.1	Nagsiling ang Ginoo Ginoo sa iya katawhan, sa iya katawhan, “Ginsikway ko bala ang Jerusalem # 50:1 Jerusalem: sa literal, ang inyo iloy # 50:1 Jerusalem: sa literal, ang inyo iloy 50:1 Jerusalem: sa literal, ang inyo iloy pareho sang isa ka bana nga nagbulag sa iya asawa? Pamatud-i ninyo! # 50:1 Pamatud-i ninyo: sa literal, Diin na ang kasulatan sang pagbulagay? # 50:1 Pamatud-i ninyo: sa literal, Diin na ang kasulatan sang pagbulagay? 50:1 Pamatud-i ninyo: sa literal, Diin na ang kasulatan sang pagbulagay? Ginpabihag ko bala kamo pareho sang isa ka tawo nga ginpaulipon niya ang iya mga anak sa iya gin-utangan bilang bayad sa iya utang? Wala! Wala! Ginbihag kamo tungod sang inyo mga sala; ginsikway ang Jerusalem tungod sang inyo mga paglapas.	Thus saith the LORD LORD , Where is is the bill of your mother's divorcement, whom I have put away? or which of my creditors is it is it to whom I have sold you? Behold, for your iniquities have ye sold yourselves, and for your transgressions is your mother put away.
ISA.50.10	Sin-o bala sa inyo ang nagatahod sa Ginoo Ginoo kag nagatuman sang mga ginatudlo sang iya alagad? Dapat magsalig siya sa Ginoo Ginoo nga iya Dios bisan nagalakat man siya sa kadulom nga wala gid sing kasanag.	Who is is among you that feareth the LORD LORD , that obeyeth the voice of his servant, that walketh in in darkness, and hath no light? let him trust in the name of the LORD LORD , and stay upon his God.
ISA.50.11	Pero mag-andam kamo nga nagapadihot sa paglaglag sa iban; malaglag kamo sa inyo kaugalingon nga padihot! # 50:11 kamo nga nagapadihot…padihot: Indi klaro ang buot silingon sang Hebreo sini. # 50:11 kamo nga nagapadihot…padihot: Indi klaro ang buot silingon sang Hebreo sini. 50:11 kamo nga nagapadihot…padihot: Indi klaro ang buot silingon sang Hebreo sini. Ang Ginoo Ginoo mismo amo ang magasilot sa inyo; magakalamatay kamo sa puwerte nga silot.	Behold, all ye that kindle a fire, that compass yourselves yourselves about with sparks: walk in the light of your fire, and in the sparks that that ye have kindled. This shall ye have of mine hand; ye shall lie down in sorrow.
ISA.50.2	Ngaa bala wala kamo magsapak sang pag-abot ko? Ngaa wala kamo magsabat sang nagpanawag ako? Indi bala ako makasarang sa pagluwas sa inyo? Masarangan ko gani nga pamalahon ang dagat sa isa lang ka pagmando kag himuon nga desierto ang mga suba, nga mangin kabangdanan sang pagkalamatay sang mga isda.	Wherefore, when I came, was there was there no man? when I called, was there was there none to answer? Is my hand shortened at all, that it cannot redeem? or have I no power to deliver? behold, at my rebuke I dry up the sea, I make the rivers a wilderness: their fish stinketh, because there is there is no water, and dieth for thirst.
ISA.50.3	Masarangan ko man nga padulmon ang langit pareho kaitom sang bayo sa paglalaw.”	I clothe the heavens with blackness, and I make sackcloth their covering.
ISA.50.4	Gintudluan ako sang Ginoong Dios Dios kon ano ang akon ihambal para mapabaskog ko ang mga ginakapoy. Ginapukaw niya ako kada aga sa pagpamati sang iya itudlo sa akon.	The Lord GOD GOD hath given me the tongue of the learned, that I should know how to speak a word in season to him that is him that is weary: he wakeneth morning by morning, he wakeneth mine ear to hear as the learned.
ISA.50.5	Naghambal ang Ginoong Dios Dios sa akon kag nagpamati ako. Wala ako magsupak ukon magpalagyo sa iya.	The Lord GOD GOD hath opened mine ear, and I was not rebellious, neither turned away back.
ISA.50.6	Ginataya ko ang akon likod sa mga nagahanot sa akon kag ang akon guya sa mga nagagabot sang akon bungot. Ginapabay-an ko sila sa pagpakahuya sa akon kag sa pagdupla sa akon guya.	I gave my back to the smiters, and my cheeks to them that plucked off the hair: I hid not my face from shame and spitting.
ISA.50.7	Pero wala ako nakabatyag sang kahuya, kay ginabuligan ako sang Ginoong Dios Dios . Gani nagpakatig-a lang ako pareho sa matig-a gid nga bato, # 50:7 matig-a gid nga bato: sa iban nga Bisaya, bato bantiling # 50:7 matig-a gid nga bato: sa iban nga Bisaya, bato bantiling 50:7 matig-a gid nga bato: sa iban nga Bisaya, bato bantiling kay nahibaluan ko nga indi ako mahuy-an.	For the Lord GOD GOD will help me; therefore shall I not be confounded: therefore have I set my face like a flint, and I know that I shall not be ashamed.
ISA.50.8	Malapit sa akon ang Dios nga nagapamatuod nga inosente ako. Ti sin-o ang mangahas sa pag-akusar sa akon? Magpakita siya kag mag-atubang sa akon!	He is He is near that justifieth me; who will contend with me? let us stand together: who is is mine adversary? let him come near to me.
ISA.50.9	Pamati! Ang Ginoong Dios Dios amo ang nagabulig sa akon. Sin-o bala ang makasiling nga nakasala ako? Mangin pareho sila sa panapton nga magagabok, nga ut-uton sang mga sapat-sapat.	Behold, the Lord GOD GOD will help me; who is is he that that shall condemn me? lo, they all shall wax old as a garment; the moth shall eat them up.
ISA.51.10	Indi bala nga ikaw man ang nagpamala sang dagat sa paghimo sang alagyan sa tunga sini para makatabok ang imo katawhan nga imo imo katawhan nga imo ginluwas sa Egypt sa Egypt ?	Art Art thou not it which hath dried the sea, the waters of the great deep; that hath made the depths of the sea a way for the ransomed to pass over?
ISA.51.11	Magabalik sa Jerusalem ang imo mga ginluwas nga nagakinanta, nga wala untat ang ila kalipay. Madula na ang ila kasubo, kag magaawas ang ila kalipay.	Therefore the redeemed of the LORD LORD shall return, and come with singing unto Zion; and everlasting joy shall be shall be upon their head: they shall obtain gladness and joy; and and sorrow and mourning shall flee away.
ISA.51.12	Nagsabat ang Ginoo , Nagsabat ang Ginoo Ginoo , “Ako amo ang nagapabakod kag nagapalipay sa inyo. Gani ngaa mahadlok kamo sa inyo kapareho nga tawo nga mapatay man lang pareho sa hilamon?	I, even even I, am am he that comforteth you: who art art thou, that thou shouldest be afraid of a man that that shall die, and of the son of man which which shall be made as as grass;
ISA.51.13	Ginkalimtan na bala ninyo ako nga naghimo sa inyo? Ako ang naghumlad sang kalangitan kag nagbutang sang mga pundasyon sang kalibutan. Ngaa nagakabuhi kamo nga permi lang nahadlok sa kaakig sang mga nagadaogdaog sa inyo kag gusto maglaglag sa inyo? Ang ila kaakig indi na makaano sa inyo.	and forgettest the LORD LORD thy maker, that hath stretched forth the heavens, and laid the foundations of the earth; and hast feared continually every day because of the fury of the oppressor, as if he were ready to destroy? and where is is the fury of the oppressor?
ISA.51.14	Sa indi madugay buy-an ang mga ginbihag sa inyo. Indi sila mapatay sa ginprisohan sa ila, kag indi sila mawad-an sang pagkaon.	The captive exile hasteneth that he may be loosed, and that he should not die in the pit, nor that his bread should fail.
ISA.51.15	Kay ako, ang Ginoo Ginoo nga inyo Dios, ang nagalabugay sang dagat kag nagapalinagumba sang mga balod. Makagagahom nga Ginoo Ginoo ang akon ngalan.	But I am am the LORD LORD thy God, that divided the sea, whose waves roared: The LORD LORD of hosts is is his name.
ISA.51.16	Gintudlo ko sa inyo kon ano ang akon ipahambal, kag ginaprotektaran ko kamo sang akon gahom. Ako ang nagpahamtang sang kalangitan kag ang nagbutang sang mga pundasyon sang kalibutan, kag ako ang nagsiling sa Jerusalem, ‘Ikaw ang akon katawhan.’ ”	And I have put my words in thy mouth, and I have covered thee in the shadow of mine hand, that I may plant the heavens, and lay the foundations of the earth, and say unto Zion, Thou art art my people.
ISA.51.17	Magbangon ka, Jerusalem! Ang kaakig sang Ginoo Ginoo pareho sa ilimnon nga gin-ubos mo inom hasta nga nagduling-duling ka sa kahubog.	Awake, awake, stand up, O Jerusalem, which hast drunk at the hand of the LORD LORD the cup of his fury; thou hast drunken the dregs of the cup of trembling, and and wrung them them out.
